family,route,page_title,section_index,section_id,section_title,selected_option,asset_folder,asset_filename,asset_public_path,scene,alt,description
about,/about/mission/,Mission,2,section-2-defined-purpose,Defined Purpose,a,assets/images/sections/about/mission/section-02-defined-purpose,mission-section-02-defined-purpose-forests-waters-chapada-guimaraes-brazil-bg-primary.webp,/assets/images/sections/about/mission/section-02-defined-purpose/mission-section-02-defined-purpose-forests-waters-chapada-guimaraes-brazil-bg-primary.webp,the forests and waters of Chapada dos Guimaraes,the forests and waters of Chapada dos Guimaraes.,Background image of the forests and waters of Chapada dos Guimaraes for Brazil immigration and relocation planning.
about,/about/mission/,Mission,3,section-3-role-in-the-immigration-context,Role in the Immigration Context,a,assets/images/sections/about/mission/section-03-role-in-the-immigration-context,mission-section-03-role-in-the-immigration-context-cliffs-shore-morro-branco-brazil-bg-primary.webp,/assets/images/sections/about/mission/section-03-role-in-the-immigration-context/mission-section-03-role-in-the-immigration-context-cliffs-shore-morro-branco-brazil-bg-primary.webp,the cliffs and shore of Morro Branco,the cliffs and shore of Morro Branco.,Background image of the cliffs and shore of Morro Branco for Brazil immigration and relocation planning.
about,/about/mission/,Mission,4,section-4-approach-to-service-delivery,Approach to Service Delivery,a,assets/images/sections/about/mission/section-04-approach-to-service-delivery,mission-section-04-approach-to-service-delivery-shoreline-baia-sancho-fernando-brazil-bg-primary.webp,/assets/images/sections/about/mission/section-04-approach-to-service-delivery/mission-section-04-approach-to-service-delivery-shoreline-baia-sancho-fernando-brazil-bg-primary.webp,the shoreline of Baia do Sancho in Fernando de Noronha in warm evening light,the shoreline of Baia do Sancho in Fernando de Noronha in warm evening light.,Background image of the shoreline of Baia do Sancho in Fernando de Noronha in warm evening light for Brazil immigration and relocation planning.
about,/about/mission/,Mission,5,section-5-process-and-sequence,Process and Sequence,a,assets/images/sections/about/mission/section-05-process-and-sequence,mission-section-05-process-and-sequence-cerrado-emas-goias-central-brazil-bg-primary.webp,/assets/images/sections/about/mission/section-05-process-and-sequence/mission-section-05-process-and-sequence-cerrado-emas-goias-central-brazil-bg-primary.webp,the cerrado landscape of Emas National Park,the cerrado landscape of Emas National Park.,Background image of the cerrado landscape of Emas National Park for Brazil immigration and relocation planning.
about,/about/mission/,Mission,6,section-6-relationship-to-legal-frameworks,Relationship to Legal Frameworks,a,assets/images/sections/about/mission/section-06-relationship-to-legal-frameworks,mission-section-06-relationship-to-legal-frameworks-clear-springs-jalapao-fervedouro-brazil-bg-primary.webp,/assets/images/sections/about/mission/section-06-relationship-to-legal-frameworks/mission-section-06-relationship-to-legal-frameworks-clear-springs-jalapao-fervedouro-brazil-bg-primary.webp,the clear springs of Jalapao,the clear springs of Jalapao.,Background image of the clear springs of Jalapao for Brazil immigration and relocation planning.
about,/about/mission/,Mission,7,section-7-standards-of-care,Standards of Care,a,assets/images/sections/about/mission/section-07-standards-of-care,mission-section-07-standards-of-care-cabo-branco-seafront-joao-brazil-bg-primary.webp,/assets/images/sections/about/mission/section-07-standards-of-care/mission-section-07-standards-of-care-cabo-branco-seafront-joao-brazil-bg-primary.webp,the Cabo Branco seafront in Joao Pessoa,the Cabo Branco seafront in Joao Pessoa.,Background image of the Cabo Branco seafront in Joao Pessoa for Brazil immigration and relocation planning.
about,/about/mission/,Mission,8,section-8-cross-border-perspective,Cross-Border Perspective,a,assets/images/sections/about/mission/section-08-cross-border-perspective,mission-section-08-cross-border-perspective-beachfront-cliffs-canoa-quebrada-brazil-bg-primary.webp,/assets/images/sections/about/mission/section-08-cross-border-perspective/mission-section-08-cross-border-perspective-beachfront-cliffs-canoa-quebrada-brazil-bg-primary.webp,the beachfront and sea of Cliffs of Canoa Quebrada,the beachfront and sea of Cliffs of Canoa Quebrada.,Background image of the beachfront and sea of Cliffs of Canoa Quebrada for Brazil immigration and relocation planning.
about,/about/mission/,Mission,9,section-9-what-progress-looks-like,What progress looks like,a,assets/images/sections/about/mission/section-09-what-progress-looks-like,mission-section-09-what-progress-looks-like-valleys-plateaus-chapada-diamantina-brazil-bg-primary.webp,/assets/images/sections/about/mission/section-09-what-progress-looks-like/mission-section-09-what-progress-looks-like-valleys-plateaus-chapada-diamantina-brazil-bg-primary.webp,the valleys and plateaus of Chapada Diamantina,the valleys and plateaus of Chapada Diamantina.,Background image of the valleys and plateaus of Chapada Diamantina for Brazil immigration and relocation planning.
about,/about/mission/,Mission,10,section-10-mission-in-practice,Mission in practice,a,assets/images/sections/about/mission/section-10-mission-in-practice,mission-section-10-mission-in-practice-cliffs-coastline-pipa-grande-brazil-bg-primary.webp,/assets/images/sections/about/mission/section-10-mission-in-practice/mission-section-10-mission-in-practice-cliffs-coastline-pipa-grande-brazil-bg-primary.webp,the cliffs and coastline of Pipa,the cliffs and coastline of Pipa.,Background image of the cliffs and coastline of Pipa for Brazil immigration and relocation planning.
about,/about/philosophy/,Philosophy,1,section-1-overview,Overview,a,assets/images/sections/about/philosophy/section-01-overview,philosophy-section-01-overview-shoreline-estacao-docas-belem-brazil-bg-primary.webp,/assets/images/sections/about/philosophy/section-01-overview/philosophy-section-01-overview-shoreline-estacao-docas-belem-brazil-bg-primary.webp,the shoreline of Estacao das Docas in Belem in warm evening light,the shoreline of Estacao das Docas in Belem in warm evening light.,Background image of the shoreline of Estacao das Docas in Belem in warm evening light for Brazil immigration and relocation planning.
about,/about/philosophy/,Philosophy,2,section-2-clarity-before-action,Clarity Before Action,a,assets/images/sections/about/philosophy/section-02-clarity-before-action,philosophy-section-02-clarity-before-action-genipabu-near-natal-grande-brazil-bg-primary.webp,/assets/images/sections/about/philosophy/section-02-clarity-before-action/philosophy-section-02-clarity-before-action-genipabu-near-natal-grande-brazil-bg-primary.webp,the Genipabu dunes near Natal,the Genipabu dunes near Natal.,Background image of the Genipabu dunes near Natal for Brazil immigration and relocation planning.
about,/about/philosophy/,Philosophy,3,section-3-structure-before-speed,Structure Before Speed,a,assets/images/sections/about/philosophy/section-03-structure-before-speed,philosophy-section-03-structure-before-speed-trails-cliffs-ibitipoca-minas-brazil-bg-primary.webp,/assets/images/sections/about/philosophy/section-03-structure-before-speed/philosophy-section-03-structure-before-speed-trails-cliffs-ibitipoca-minas-brazil-bg-primary.webp,the trails and cliffs of Ibitipoca,the trails and cliffs of Ibitipoca.,Background image of the trails and cliffs of Ibitipoca for Brazil immigration and relocation planning.
about,/about/philosophy/,Philosophy,4,section-4-procedures-as-protection,Procedures as Protection,a,assets/images/sections/about/philosophy/section-04-procedures-as-protection,philosophy-section-04-procedures-as-protection-streets-facades-pirenopolis-goias-brazil-bg-primary.webp,/assets/images/sections/about/philosophy/section-04-procedures-as-protection/philosophy-section-04-procedures-as-protection-streets-facades-pirenopolis-goias-brazil-bg-primary.webp,the historic streets and facades of Historic center of Pirenopolis,the historic streets and facades of Historic center of Pirenopolis.,Background image of the historic streets and facades of Historic center of Pirenopolis for Brazil immigration and relocation planning.
about,/about/philosophy/,Philosophy,5,section-5-method-of-case-handling,Method of Case Handling,a,assets/images/sections/about/philosophy/section-05-method-of-case-handling,philosophy-section-05-method-of-case-handling-riverfront-district-gameleira-branco-brazil-bg-primary.webp,/assets/images/sections/about/philosophy/section-05-method-of-case-handling/philosophy-section-05-method-of-case-handling-riverfront-district-gameleira-branco-brazil-bg-primary.webp,the riverfront district of Gameleira in Rio Branco,the riverfront district of Gameleira in Rio Branco.,Background image of the riverfront district of Gameleira in Rio Branco for Brazil immigration and relocation planning.
about,/about/philosophy/,Philosophy,6,section-6-position-on-documentation,Position on Documentation,a,assets/images/sections/about/philosophy/section-06-position-on-documentation,philosophy-section-06-position-on-documentation-streets-liberdade-district-paulo-brazil-bg-primary.webp,/assets/images/sections/about/philosophy/section-06-position-on-documentation/philosophy-section-06-position-on-documentation-streets-liberdade-district-paulo-brazil-bg-primary.webp,the architecture and streets of Liberdade district in Sao Paulo,the architecture and streets of Liberdade district in Sao Paulo.,Background image of the architecture and streets of Liberdade district in Sao Paulo for Brazil immigration and relocation planning.
about,/about/philosophy/,Philosophy,7,section-7-view-on-compliance,View on Compliance,a,assets/images/sections/about/philosophy/section-07-view-on-compliance,philosophy-section-07-view-on-compliance-goias-velho-central-west-brazil-bg-primary.webp,/assets/images/sections/about/philosophy/section-07-view-on-compliance/philosophy-section-07-view-on-compliance-goias-velho-central-west-brazil-bg-primary.webp,the historic center of Goias Velho,the historic center of Goias Velho.,Background image of the historic center of Goias Velho for Brazil immigration and relocation planning.
about,/about/philosophy/,Philosophy,8,section-8-communication-as-structure,Communication as Structure,a,assets/images/sections/about/philosophy/section-08-communication-as-structure,philosophy-section-08-communication-as-structure-beaches-lighthouse-ilha-parana-brazil-bg-primary.webp,/assets/images/sections/about/philosophy/section-08-communication-as-structure/philosophy-section-08-communication-as-structure-beaches-lighthouse-ilha-parana-brazil-bg-primary.webp,the beaches and lighthouse of Ilha do Mel,the beaches and lighthouse of Ilha do Mel.,Background image of the beaches and lighthouse of Ilha do Mel for Brazil immigration and relocation planning.
about,/about/philosophy/,Philosophy,9,section-9-long-term-perspective,Long-Term Perspective,a,assets/images/sections/about/philosophy/section-09-long-term-perspective,philosophy-section-09-long-term-perspective-ipanema-dois-irmaos-janeiro-brazil-bg-primary.webp,/assets/images/sections/about/philosophy/section-09-long-term-perspective/philosophy-section-09-long-term-perspective-ipanema-dois-irmaos-janeiro-brazil-bg-primary.webp,Ipanema beach with Dois Irmaos in the background,Ipanema beach with Dois Irmaos in the background.,Background image of Ipanema beach with Dois Irmaos in the background for Brazil immigration and relocation planning.
